kategori_wilayah,kategori_membership,bergabung_melalui_referral,jenis_penawaran_preferensi,medium_operasi,rata_rata_waktu_dihabiskan,rata_rata_nilai_transaksi,rata_rata_hari_login,poin_di_dompet,menggunakan_diskon_khusus,preferensi_aplikasi_penawaran,umpan_balik
Village,No Membership,Yes,Credit/Debit Card Offers,Desktop,130.73,32062.44,16.0,633.6,No,Yes,No reason specified
Unknown,No Membership,No,Credit/Debit Card Offers,Unknown,147.73,9927.51,6.0,299.8337499999999,Yes,No,Poor Product Quality
City,No Membership,Yes,Credit/Debit Card Offers,Smartphone,801.13375,47973.84,24.0,623.29,Yes,Yes,Poor Product Quality
Town,Gold Membership,Unknown,Without Offers,Smartphone,31.58,34084.62,11.0,791.63,No,Yes,Too many ads
City,Premium Membership,Yes,Without Offers,Smartphone,48.18,40424.21,6.0,299.8337499999999,No,Yes,Reasonable Price
Village,Premium Membership,No,Credit/Debit Card Offers,Smartphone,0.0,71188.23,6.0,754.68,No,Yes,Reasonable Price
Town,Platinum Membership,No,Credit/Debit Card Offers,Desktop,361.46,31468.59,23.0,1031.30375,No,Yes,Too many ads
Village,Basic Membership,Unknown,Unknown,Smartphone,0.0,32679.85,0.0,646.19,Yes,No,Poor Product Quality
Town,Gold Membership,Yes,Gift Vouchers/Coupons,Desktop,165.63,8169.0,14.0,452.9407106,Yes,No,Poor Product Quality
Town,Gold Membership,No,Credit/Debit Card Offers,Smartphone,132.16,39544.93,19.0,299.8337499999999,No,Yes,Poor Customer Service
City,Basic Membership,No,Credit/Debit Card Offers,Smartphone,313.19,6212.63,25.0,694.08,Yes,No,Poor Product Quality
Town,Silver Membership,No,Without Offers,Unknown,33.62,25414.58,22.0,751.13,No,Yes,Poor Product Quality
Village,Platinum Membership,Yes,Credit/Debit Card Offers,Smartphone,282.15,41949.1,16.0,704.71,Yes,Yes,Poor Product Quality
City,Basic Membership,Unknown,Without Offers,Both,710.65,23329.04,0.0,631.45,No,Yes,Poor Product Quality
Town,Basic Membership,No,Gift Vouchers/Coupons,Smartphone,283.72,48598.87,28.0,652.41,No,Yes,Too many ads
Unknown,Silver Membership,Yes,Without Offers,Smartphone,31.02,28320.45,15.0,650.77,No,Yes,Poor Website
City,Gold Membership,Yes,Without Offers,Unknown,0.0,43427.59,44.5,629.96,No,Yes,No reason specified
City,Premium Membership,Yes,Gift Vouchers/Coupons,Desktop,30.0,32314.6,12.0,787.22,No,Yes,Poor Website
City,Silver Membership,No,Credit/Debit Card Offers,Unknown,385.46,10257.84,20.0,786.38,Yes,No,Poor Product Quality
City,Gold Membership,No,Credit/Debit Card Offers,Unknown,68.19,80871.465,3.0,481.3410331,Yes,No,Reasonable Price
City,Gold Membership,No,Credit/Debit Card Offers,Smartphone,32.58,46233.78,14.0,1031.30375,No,Yes,Poor Product Quality
Town,Basic Membership,Unknown,Gift Vouchers/Coupons,Smartphone,30.87,10486.84,13.0,299.8337499999999,Yes,No,Poor Customer Service
City,Platinum Membership,Yes,Credit/Debit Card Offers,Smartphone,52.59,80871.465,12.0,820.24,No,Yes,Reasonable Price
Town,Basic Membership,No,Without Offers,Desktop,34.91,49858.89,21.0,1031.30375,Yes,No,Too many ads
Town,No Membership,No,Credit/Debit Card Offers,Smartphone,288.13,36134.68,10.0,319.6275174,Yes,No,No reason specified
Town,Silver Membership,Unknown,Credit/Debit Card Offers,Desktop,271.22,43361.11,25.0,604.35,Yes,No,Too many ads
City,Premium Membership,No,Gift Vouchers/Coupons,Smartphone,272.53,5119.15,7.0,972.7142746,Yes,No,Products always in Stock
Town,Silver Membership,Yes,Without Offers,Both,273.81,49945.31,23.0,1031.30375,No,Yes,Poor Customer Service
City,Silver Membership,No,Credit/Debit Card Offers,Smartphone,191.41,25575.44,0.0,648.68,No,Yes,Poor Customer Service
City,No Membership,Unknown,Credit/Debit Card Offers,Desktop,61.76,19613.74,13.0,596.81,Yes,No,Poor Product Quality
City,Gold Membership,No,Gift Vouchers/Coupons,Desktop,242.63,23915.14,21.0,754.86,Yes,No,Too many ads
Village,Basic Membership,No,Without Offers,Smartphone,186.1,44250.43,18.0,1031.30375,No,Yes,Poor Website
Town,Silver Membership,Yes,Gift Vouchers/Coupons,Smartphone,71.7,939.84,21.0,630.1,No,Yes,Poor Website
City,Gold Membership,Yes,Gift Vouchers/Coupons,Desktop,279.82,44013.27,27.0,755.3,No,Yes,Poor Website
Village,Gold Membership,No,Gift Vouchers/Coupons,Desktop,82.37,16414.42,0.0,776.31,Yes,No,Poor Website
City,Gold Membership,Yes,Credit/Debit Card Offers,Smartphone,535.45,27810.36,10.0,299.8337499999999,No,Yes,Poor Product Quality
City,Gold Membership,Yes,Gift Vouchers/Coupons,Smartphone,106.17,30241.75,16.0,626.31,No,Yes,Too many ads
Unknown,Premium Membership,Unknown,Without Offers,Desktop,413.69,7473.05,7.0,971.7306021,Yes,No,No reason specified
Town,Gold Membership,No,Without Offers,Both,208.82,28123.23,6.0,740.56,No,Yes,Poor Product Quality
Village,Basic Membership,Yes,Gift Vouchers/Coupons,Desktop,583.16,5797.43,8.0,697.1,Yes,No,No reason specified
City,No Membership,No,Credit/Debit Card Offers,Desktop,75.25,12153.96,21.0,299.8337499999999,No,Yes,Too many ads
City,Premium Membership,No,Credit/Debit Card Offers,Smartphone,83.25,44333.85,13.0,299.8337499999999,No,Yes,Reasonable Price
City,Gold Membership,No,Gift Vouchers/Coupons,Unknown,46.6,17398.79,6.0,787.38,Yes,No,Products always in Stock
Village,Basic Membership,Yes,Without Offers,Desktop,50.46,40636.31,22.0,649.83,Yes,No,No reason specified
Town,Basic Membership,No,Without Offers,Smartphone,89.52,24281.02,16.0,708.4,Yes,No,Poor Customer Service
Town,Gold Membership,Yes,Credit/Debit Card Offers,Desktop,31.63,47134.54,0.0,299.8337499999999,No,Yes,Poor Website
City,Platinum Membership,Yes,Credit/Debit Card Offers,Smartphone,678.13,62301.99,11.0,791.12,Yes,Yes,Reasonable Price
City,Platinum Membership,Yes,Gift Vouchers/Coupons,Smartphone,190.7,30773.97,9.0,766.82,No,Yes,Poor Website
Town,Silver Membership,No,Gift Vouchers/Coupons,Smartphone,31.35,28347.47,26.0,751.15,No,Yes,Too many ads
Town,Platinum Membership,No,Credit/Debit Card Offers,Smartphone,212.73,4816.15,15.0,749.9,No,Yes,Products always in Stock
Unknown,No Membership,Yes,Without Offers,Smartphone,262.61,34035.77,15.0,715.13,Yes,No,Poor Website
Village,Basic Membership,Yes,Without Offers,Smartphone,283.95,39815.04,18.0,564.65,Yes,No,Too many ads
City,Silver Membership,No,Gift Vouchers/Coupons,Desktop,34.1,41721.45,28.0,1031.30375,No,Yes,Poor Customer Service
City,Silver Membership,Unknown,Credit/Debit Card Offers,Desktop,31.21,29918.58,0.0,656.84,Yes,No,Poor Product Quality
Unknown,No Membership,Yes,Without Offers,Desktop,255.85,15200.47,27.0,571.18,Yes,Yes,Poor Website
Town,Premium Membership,Unknown,Credit/Debit Card Offers,Desktop,32.0,28442.56,0.0,764.46,No,Yes,Poor Product Quality
City,No Membership,No,Gift Vouchers/Coupons,Both,340.83,6960.3,12.0,703.62,Yes,No,Poor Product Quality
Unknown,Basic Membership,No,Gift Vouchers/Coupons,Smartphone,338.31,48214.52,0.0,669.15,No,Yes,No reason specified
Unknown,Basic Membership,No,Credit/Debit Card Offers,Unknown,496.76,36362.73,25.0,627.98,No,Yes,No reason specified
Town,No Membership,No,Without Offers,Desktop,464.79,922.03,7.0,532.33,Yes,No,Too many ads
Town,No Membership,No,Without Offers,Desktop,424.35,32296.61,23.0,584.51,No,Yes,Poor Website
Unknown,Gold Membership,Yes,Without Offers,Desktop,31.37,23414.93,5.0,1031.30375,No,Yes,Too many ads
Town,Platinum Membership,Yes,Credit/Debit Card Offers,Desktop,217.49,18904.38,23.0,971.800861,No,Yes,Too many ads
Town,Silver Membership,Yes,Gift Vouchers/Coupons,Desktop,100.86,36736.23,10.0,622.57,Yes,No,Too many ads
City,Gold Membership,Yes,Without Offers,Smartphone,313.55,39169.21,14.0,706.35,Yes,No,Too many ads
City,No Membership,Yes,Gift Vouchers/Coupons,Unknown,107.12,9427.78,12.0,684.78,Yes,No,Too many ads
Village,Premium Membership,No,Without Offers,Desktop,200.8373423,25052.15,7.0,714.03,Yes,No,Poor Website
Town,Gold Membership,Yes,Credit/Debit Card Offers,Unknown,110.86,12184.42,29.0,299.8337499999999,No,Yes,Poor Website
Town,No Membership,Yes,Without Offers,Desktop,162.21,32835.7,26.0,559.36,No,Yes,Poor Product Quality
Town,Gold Membership,No,Gift Vouchers/Coupons,Desktop,117.21,18250.66,7.0,720.45,Yes,No,Poor Product Quality
Town,Basic Membership,Yes,Credit/Debit Card Offers,Desktop,327.11,5706.19,10.0,628.33,Yes,No,Poor Customer Service
Town,Gold Membership,Unknown,Credit/Debit Card Offers,Smartphone,337.65,7566.41,8.0,1031.30375,Yes,No,Poor Product Quality
Town,Basic Membership,No,Gift Vouchers/Coupons,Desktop,801.13375,10990.31,16.0,299.8337499999999,Yes,No,Poor Product Quality
Village,No Membership,Unknown,Credit/Debit Card Offers,Desktop,0.0,39001.6,16.0,694.3,No,Yes,Poor Customer Service
Town,Platinum Membership,Unknown,Gift Vouchers/Coupons,Smartphone,189.78,41915.38,8.0,715.56,No,Yes,Poor Product Quality
Village,Premium Membership,No,Without Offers,Desktop,186.68,6720.97,10.0,722.44,Yes,No,Poor Website
Town,Platinum Membership,No,Without Offers,Desktop,157.84,32128.17,21.0,710.81,Yes,No,Poor Product Quality
Town,Platinum Membership,No,Without Offers,Smartphone,170.94,33078.33,28.0,703.52,Yes,No,No reason specified
Village,Silver Membership,Unknown,Without Offers,Smartphone,250.88,9117.52,17.0,659.4,Yes,No,Poor Website
City,Silver Membership,No,Gift Vouchers/Coupons,Desktop,155.87,9319.72,14.0,723.54,Yes,No,Quality Customer Care
Unknown,Gold Membership,No,Gift Vouchers/Coupons,Desktop,50.76,3579.53,0.0,704.75,No,Yes,Poor Website
Town,No Membership,Yes,Gift Vouchers/Coupons,Both,801.13375,16494.28,12.0,321.0843754,Yes,No,No reason specified
Unknown,Silver Membership,No,Gift Vouchers/Coupons,Smartphone,379.61,39545.67,24.0,1031.30375,Yes,No,Too many ads
Town,Basic Membership,Unknown,Credit/Debit Card Offers,Unknown,0.0,9637.53,13.0,646.06,No,Yes,Poor Website
City,Basic Membership,Yes,Credit/Debit Card Offers,Smartphone,230.98,7969.78,22.0,299.8337499999999,Yes,Yes,Poor Product Quality
City,Silver Membership,No,Without Offers,Unknown,495.81,40033.64,9.0,626.45,No,Yes,Poor Customer Service
Town,Gold Membership,No,Without Offers,Desktop,75.64,16851.15,22.0,684.0,Yes,No,No reason specified
Town,Premium Membership,No,Without Offers,Desktop,219.35,80871.465,0.0,751.82,No,Yes,User Friendly Website
Unknown,Basic Membership,No,Without Offers,Unknown,79.85,45327.38,22.0,602.97,Yes,No,Poor Product Quality
Town,Premium Membership,Yes,Credit/Debit Card Offers,Desktop,413.32,8906.32,21.0,1031.30375,No,Yes,Poor Product Quality
Unknown,Basic Membership,Yes,Without Offers,Smartphone,66.72,15726.52,19.0,691.05,No,Yes,No reason specified
Town,Basic Membership,No,Gift Vouchers/Coupons,Both,389.35,30072.18,28.0,299.8337499999999,Yes,No,No reason specified
City,Premium Membership,No,Credit/Debit Card Offers,Unknown,43.35,7050.26,2.0,299.8337499999999,Yes,No,User Friendly Website
Town,No Membership,Yes,Gift Vouchers/Coupons,Desktop,186.46,4528.62,5.0,696.74,No,Yes,Poor Customer Service
City,Premium Membership,No,Credit/Debit Card Offers,Smartphone,283.82,24272.38,11.0,773.31,No,Yes,No reason specified
Town,Platinum Membership,No,Without Offers,Unknown,113.49,2603.07,17.0,770.73,Yes,No,Poor Website
Town,Gold Membership,Yes,Without Offers,Desktop,66.09,78036.62,11.0,1031.30375,No,Yes,User Friendly Website
City,Silver Membership,Yes,Credit/Debit Card Offers,Desktop,32.26,33580.13,2.758644582,721.26,Yes,No,Poor Website
City,Silver Membership,No,Credit/Debit Card Offers,Both,360.35,25986.65,28.0,606.91,Yes,No,Too many ads
Unknown,Basic Membership,Unknown,Credit/Debit Card Offers,Desktop,34.17,35553.98,0.0,575.19,Yes,No,No reason specified
Town,Premium Membership,No,Without Offers,Unknown,45.48,41162.69,0.0,703.77,Yes,No,Poor Product Quality
Town,Premium Membership,No,Gift Vouchers/Coupons,Smartphone,457.95,62108.35,7.0,746.69,Yes,Yes,Products always in Stock
Unknown,Platinum Membership,Yes,Without Offers,Desktop,150.77,34675.66,17.0,796.84,No,Yes,No reason specified
City,No Membership,No,Gift Vouchers/Coupons,Desktop,70.13,30491.62,7.0,567.06,Yes,No,Poor Customer Service
Town,Silver Membership,Unknown,Gift Vouchers/Coupons,Desktop,32.74,6711.67,29.0,770.71,No,Yes,Poor Product Quality
Unknown,Silver Membership,Yes,Gift Vouchers/Coupons,Unknown,399.84,32946.74,16.0,614.94,No,Yes,Poor Product Quality
City,Gold Membership,No,Without Offers,Smartphone,167.33,32952.8,0.0,623.92,Yes,No,Poor Product Quality
Town,Gold Membership,Unknown,Gift Vouchers/Coupons,Both,671.43,29910.91,5.0,755.56,Yes,Yes,Poor Customer Service
City,Premium Membership,Yes,Gift Vouchers/Coupons,Smartphone,0.0,7354.04,17.0,299.8337499999999,No,Yes,Poor Website
Town,Silver Membership,No,Gift Vouchers/Coupons,Desktop,34.14,17622.03,16.0,753.8,No,Yes,Poor Product Quality
Village,Platinum Membership,No,Gift Vouchers/Coupons,Unknown,300.63,53005.25,17.0,781.75,Yes,Yes,Products always in Stock
Town,Silver Membership,No,Without Offers,Smartphone,63.89,76603.79,11.0,1031.30375,Yes,No,Quality Customer Care
Town,Basic Membership,Yes,Without Offers,Desktop,732.71,47547.72,15.0,936.3622801,Yes,Yes,Poor Product Quality
Town,Silver Membership,No,Gift Vouchers/Coupons,Smartphone,801.13375,16124.72,6.0,700.23,No,Yes,Poor Product Quality
Unknown,Silver Membership,No,Gift Vouchers/Coupons,Desktop,223.5,3216.61,18.0,656.09,Yes,No,No reason specified
Town,Gold Membership,Yes,Without Offers,Unknown,371.95,35059.76,25.0,755.38,Yes,No,Too many ads
City,Silver Membership,Yes,Credit/Debit Card Offers,Smartphone,110.09,8011.38,6.0,714.37,No,Yes,No reason specified
City,Silver Membership,Yes,Without Offers,Both,801.13375,45041.13,14.0,793.6,Yes,Yes,Poor Website
City,Premium Membership,Yes,Without Offers,Desktop,55.0,29838.65,17.0,345.9909912,Yes,No,Poor Customer Service
Village,Gold Membership,Yes,Gift Vouchers/Coupons,Desktop,539.7,34133.89,27.0,737.95,Yes,No,Poor Customer Service
Village,Gold Membership,Yes,Gift Vouchers/Coupons,Desktop,426.77,6167.36,4.0,732.83,Yes,Yes,Quality Customer Care
Village,Silver Membership,No,Gift Vouchers/Coupons,Smartphone,149.82,18266.19,29.0,799.64,Yes,No,Poor Website
City,Silver Membership,Unknown,Credit/Debit Card Offers,Smartphone,390.97,39172.36,10.0,754.74,No,Yes,Too many ads
City,Basic Membership,No,Credit/Debit Card Offers,Desktop,33.24,25642.99,0.0,299.8337499999999,No,Yes,No reason specified
Unknown,Silver Membership,No,Without Offers,Desktop,492.62,5373.17,15.0,1031.30375,Yes,Yes,No reason specified
City,Silver Membership,Yes,Without Offers,Desktop,553.24,14768.12,23.0,706.14,Yes,Yes,Poor Product Quality
City,Gold Membership,No,Gift Vouchers/Coupons,Smartphone,85.41,35687.73,28.0,715.15,Yes,No,Too many ads
Village,Basic Membership,Yes,Credit/Debit Card Offers,Desktop,679.26,32375.21,23.0,299.8337499999999,Yes,No,No reason specified
Unknown,No Membership,Yes,Credit/Debit Card Offers,Smartphone,349.05,45017.22,13.0,992.3295838,Yes,No,Poor Product Quality
Town,Gold Membership,Yes,Without Offers,Smartphone,34.47,47858.61,18.0,786.83,Yes,No,Poor Website
Unknown,Gold Membership,Yes,Without Offers,Both,313.79,32587.09,13.0,789.36,Yes,Yes,Poor Customer Service
City,Silver Membership,Yes,Without Offers,Smartphone,0.0,21122.06,0.0,793.07,No,Yes,Poor Customer Service
Town,Gold Membership,Unknown,Credit/Debit Card Offers,Unknown,801.13375,49029.16,23.0,750.0,Yes,No,Poor Customer Service
Village,Premium Membership,Yes,Without Offers,Desktop,801.13375,9525.35,0.0,755.81,Yes,No,Too many ads
Town,Gold Membership,No,Credit/Debit Card Offers,Desktop,0.0,36354.76,15.0,670.46,Yes,No,Poor Website
City,No Membership,Yes,Gift Vouchers/Coupons,Smartphone,206.92,46870.05,24.0,583.99,No,Yes,No reason specified
City,Premium Membership,No,Without Offers,Desktop,381.41,9522.22,22.0,299.8337499999999,No,Yes,Poor Product Quality
Unknown,Basic Membership,No,Credit/Debit Card Offers,Both,398.09,39968.31,9.0,674.54,Yes,No,No reason specified
City,Platinum Membership,No,Credit/Debit Card Offers,Unknown,269.38,22326.05,12.0,776.33,No,Yes,Poor Product Quality
City,Basic Membership,No,Gift Vouchers/Coupons,Smartphone,36.47,37188.7,22.0,605.84,No,Yes,Poor Website
City,Premium Membership,Unknown,Without Offers,Smartphone,349.27,35123.5,33.69049114,769.14,Yes,No,Poor Customer Service
Village,Gold Membership,Yes,Gift Vouchers/Coupons,Unknown,33.21,9065.62,7.0,709.325899,No,Yes,Too many ads
Town,Gold Membership,No,Without Offers,Smartphone,190.7,80871.465,11.0,787.49,Yes,No,User Friendly Website
City,Gold Membership,No,Gift Vouchers/Coupons,Smartphone,155.27,33500.09,0.0,765.75,Yes,No,Too many ads
City,Silver Membership,Yes,Credit/Debit Card Offers,Unknown,30.77,32957.36,7.0,626.76,No,Yes,Poor Website
City,No Membership,Yes,Without Offers,Both,751.39,31092.98,9.0,696.18,Yes,No,Poor Website
City,Premium Membership,No,Without Offers,Both,418.24,29145.56,25.0,741.59,Yes,No,Poor Customer Service
Town,No Membership,No,Without Offers,Smartphone,67.45,29835.16,21.0,667.21,Yes,No,Poor Website
Unknown,Silver Membership,Yes,Credit/Debit Card Offers,Desktop,801.13375,34132.59,29.0,659.0,Yes,No,Poor Customer Service
Village,Platinum Membership,No,Without Offers,Both,443.83,21116.07,9.0,779.48,Yes,No,Too many ads
Town,Premium Membership,Unknown,Gift Vouchers/Coupons,Smartphone,567.61,40417.08,5.0,299.8337499999999,Yes,No,Quality Customer Care
Village,No Membership,Yes,Gift Vouchers/Coupons,Smartphone,126.62,37060.03,0.0,596.69,Yes,No,Too many ads
Village,Basic Membership,Yes,Credit/Debit Card Offers,Smartphone,191.86,18395.4,28.0,696.26,Yes,No,Poor Website
City,Gold Membership,Yes,Without Offers,Smartphone,527.81,4249.88,11.0,605.82,Yes,Yes,Too many ads
Unknown,Platinum Membership,Yes,Credit/Debit Card Offers,Unknown,32.93,80871.465,6.0,339.2710449,No,Yes,Products always in Stock
City,No Membership,Yes,Gift Vouchers/Coupons,Unknown,31.66,5643.14,11.0,711.22,No,Yes,Too many ads
Town,No Membership,Yes,Gift Vouchers/Coupons,Desktop,746.79,15849.51,22.0,518.49,Yes,Yes,Poor Website
Village,Platinum Membership,Yes,Without Offers,Unknown,801.13375,31379.06,0.0,759.87,No,Yes,Too many ads
City,No Membership,Unknown,Credit/Debit Card Offers,Both,531.5510674,40179.54,18.0,703.11,No,Yes,Poor Customer Service
Unknown,Platinum Membership,No,Without Offers,Desktop,114.3,4188.99,18.0,960.6629357,No,Yes,Poor Product Quality
City,Gold Membership,Unknown,Gift Vouchers/Coupons,Smartphone,90.19,35239.06,0.0,726.41,Yes,No,Poor Customer Service
Town,No Membership,Unknown,Credit/Debit Card Offers,Unknown,462.04,48494.46,13.0,299.8337499999999,Yes,No,Poor Website
City,No Membership,Yes,Credit/Debit Card Offers,Smartphone,33.11,42297.1,28.0,637.04,No,Yes,Poor Customer Service
City,Platinum Membership,Unknown,Credit/Debit Card Offers,Desktop,617.79,59506.8,2.0,821.89,Yes,Yes,Products always in Stock
City,Silver Membership,No,Credit/Debit Card Offers,Smartphone,801.13375,46818.97,13.0,676.2,Yes,No,No reason specified
City,Silver Membership,Yes,Credit/Debit Card Offers,Smartphone,0.0,29059.97,18.0,960.8056074,Yes,No,Poor Customer Service
City,Basic Membership,Unknown,Credit/Debit Card Offers,Desktop,34.37,19600.12,44.5,1018.579878,Yes,No,Poor Customer Service
City,Platinum Membership,Unknown,Gift Vouchers/Coupons,Smartphone,482.51,80871.465,1.0,299.8337499999999,Yes,No,Reasonable Price
Town,Gold Membership,Unknown,Without Offers,Both,679.73,35550.21,29.0,622.91,Yes,Yes,Poor Product Quality
Town,Platinum Membership,No,Credit/Debit Card Offers,Smartphone,147.43,33830.4,0.0,749.21,No,Yes,User Friendly Website
City,No Membership,Yes,Without Offers,Desktop,558.96,22317.83,0.0,669.48,No,Yes,Poor Website
City,Gold Membership,No,Without Offers,Smartphone,356.33,36751.55,15.0,490.4466888,Yes,No,Too many ads
City,Gold Membership,No,Credit/Debit Card Offers,Smartphone,131.94,2008.3,16.0,1031.30375,No,Yes,Reasonable Price
